Taxon	C12FCHL	C12FCHS	C13FJBL	C13FJBS	C14FJOS	C14FJOL	C15FNSL	C15FNSS	C15FTCL	C15FTCS	C16FHWL	C16FHWS	C17FHEL	C17FHES	C18FCLL	C18FCLS	C18FHHL	C18FHHS	C18FTGL	C18FTGS	C19FTTL	C19FTTS	C20FJAL	C20FJAS	C20FPHL	C20PHS	C2F1L	C2F1S	C2F4F1	C2F4F2	C2F4F3	C2F4L1	C2F4L2	C2F4L3	C2F4S1	C2F4S2	C2F4S3	C3F10L	C3F10S	C3F14L	C3F14S	C4F17F1	C4F17F2	C4F17F3	C4F17L1	C4F17L2	C4F17L3	C4F17S1	C4F17S2	C4F17S3	C4F8L	C4F8PC	C4F8PP	C4F8S	C6F35L	C6F35S	C6F37L	C6F37S	C6F60L	C6F60S	C7F14L	C7F14S	C7F22L	C7F22S	C7F81L	C7F81S	C8F40F1	C8F40F2	C8F40F3	C8F40L1	C8F40L2	C8F40L3	C8F40S1	C8F40S2	C8F40S3
SGB6110	0	0	0	0	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB88578	0	0	0	0	0.00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB34241	0	0	0	0	0.00081	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0	0	0	0.00981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05278	0.07867	0.11141	0	0	0	0	0	0	0	0	0	0	0	0.00221	0	0.14857	0	0.00498	0	0.007	0	0.43563	0	0	0	0	0	0	0	0	0	0	0
SGB49733	0	0	0	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01171	0	0	0	0	0	0.00708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0
SGB16850	0	0	0	0	0.00078	0	0	0	0	0.00273	0	0.00492	0	0.00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB11583	0	0	0	0	0.00068	0	0	0	0	0	0	0	0	0.00248	0	0.00058	0	0	0	0	0	0.00024	0	0	0	0	0	0.00211	0	0	0	0	0	0	0	0	0	0	0.0062	0	0.00305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB86259	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB7433	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB7606	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0.00946	0.02216	0	0	0	0.00171	0	0.00022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0	0	0	0.00164	0	0	0	0.0054	0	0	0.02926	0.83592	0.3669	0	0	0	0.00178	0.00701	0.00508
SGB27691	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB13527	0	0	0	0	0.00042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB23810	0	0	0	0	0.00042	0	0	0	0	0	0	0	0	0.00783	0	0.00552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0.01995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0.00654	0	0
SGB23838	0	0	0	0	0.00041	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB55732	0	0	0	0	0.00038	0	0	0	0	0	0	0.00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB90108	0	0	0	0	0.00037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB10945	0	0	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211	0	0.05909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104	0	0.01819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB82402	0	0	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB11622	0	0	0	0	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB7086_group	0	0	0	0	0	0.30984	0.06776	0	0.1366	0	0.17841	0.00057	0.07423	0	0.35093	0	0.04287	0	0.14634	0.00512	0.39598	0	0.08772	0	0.33792	0	0	0	0	0	0	0	0	0	0	0	0	0.02866	0.00483	0.02992	0	0	0	0	0.03095	0.04395	0.07338	0	0	0	0.53313	0	0	0	0.1381	0.02014	0.03624	0.0007	0.11855	0.00842	0.0834	0	0.19343	0	0.15397	0	0	0	0	0.2049	0.3327	0.286	0.20645	0.20718	0.13621
SGB11987	0	0	0	0	0	0.1088	0	0	0.00086	0	0	0	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB12392	0	0	0	0	0	0.10448	0	0	0.00498	0	0	0	0	0	0	0	0	0.00326	0	0	0	0	0	0	0	0	0	0	0.00298	0.00218	0	0	0	0	0	0	0	0	0	0.00165	0	0	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0	0	0.00118	0.03979	0	0	0	0.0075	0	0	0	0	0	0	0	0	0.00558	0.03574	0
SGB1822	0	0	0	0	0	0.10204	0.04222	0	0.07856	0	0.06165	0	0	0	0	0	0	0	0	0	0	0	0.0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00399	0	0.00291	0	0	0	0	0.0128	0.00291	0.01899	0	0	0	0.00131	0	0	0	0	0	0	0	0	0	0	0	0.01941	0	0	0	0	0	0	0.09738	0.18	0.13613	0.02262	0.02677	0
SGB1897	0	0	0	0	0	0.1001	0.05763	0	0.08229	0	0.10249	0	0	0	0	0	0	0	0	0	0	0	0.00154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00756	0	0	0	0	0.02165	0.0156	0.06395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB16750	0	0	0	0	0	0.07262	0	0	0.00014	0	0	0.00046	0.00022	0	0	0	0	0	0	0.00018	0	0	0	0	0	0	0	0	0.09415	0.08354	0.11827	0	0	0	0	0	0	0.00038	0.008	0	0	0	0	0	0.00382	0.00679	0.01781	0	0	0	1.16264	0	0	0	0	0.00111	0.00805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB9515	0	0	0	0	0	0.06796	0	0	0.00725	0	0.00493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00083	0	0.00817	0	0	0	0	0.00019	0.00031	0.00029	0	0	0	0.00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB33033	0	0	0	0	0	0.06339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00291	0.00039	0	0	0	0	0	0	0.00248	0	0	0	0	0	0	0	0	0.00045	0.00889	0.00193
SGB11593	0	0	0	0	0	0.06162	0	0	0.00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0.00888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB81589	0	0	0	0	0	0.0613	0.00228	0	0.08518	0	0.03312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB1903_group	0	0	0	0	0	0.04498	0.02708	0	0.0696	0	0.02297	0	0	0	0	0	0	0	0	0	0.00157	0	0.00364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224	0	0	0	0	0.00262	0	0.009	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB10713	0	0	0	0	0	0.03703	0	0	0.00318	0	0	0	0.00286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00683	0.00719	0.005	0	0	0	0	0	0	0	0.00081	0.03875	0	0	0	0	0.00356	0.00615	0.00333	0.00219	0.00549	0.00651	0.01776	0	0	0	0	0.12228	0.00686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB2219	0	0	0	0	0	0.03572	0.03967	0	0.05781	0	0.05033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0.00205	0	0	0	0	0	0	0.00118	0	0	0	0.00229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB15707	0	0	0	0	0	0.03476	0	0	0	0	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01137	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB87398	0	0	0	0	0	0.03294	2.00E-05	0	0.00091	0	0.00024	0	0	0	0.00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB2321	0	0	0	0	0	0.03269	0.00685	0	0.02042	0	0.00775	0	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0	0	0	0	0	0	0	0	0	0	0.00088	0	0	0	0	0	0	0	0.00232	0	0	0	0.00122	0	0	0	0	0	0	0	0	0	0	0	0
SGB63885	0	0	0	0	0	0.03174	0.01517	0	0.05915	0	0.03402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0.00092	0.00204	0.00502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB9247	0	0	0	0	0	0.03149	0.01106	0	0.01982	0	0.01266	0	0	0	0	0	0	0	0	0	0	0	0.00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB10382	0	0	0	0	0	0.03088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB5785	0	0	0	0	0	0.03034	0.03937	0	0.05761	0	0.07646	0	0	0	0	0	0.00131	0	5.00E-05	0	0	0	0.00216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00198	0	0.00812	0	0	0	0	0.00892	0.01266	0.0234	0	0	0	0.00015	0	0.01898	0	0.00583	0	0	0	0.00494	0	0.02825	0	0.0053	0	0	0	0	0	0	0.00521	0.00529	0.006	0.00154	0	0
SGB88327	0	0	0	0	0	0.02981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB87514	0	0	0	0	0	0.02968	0.00035	0	0.00733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB84907	0	0	0	0	0	0.02825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB1590	0	0	0	0	0	0.02734	0.006	0	0.00565	0	0.0086	0	0	0	0	0	0	0	0	0	0	0	0.00111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB87616	0	0	0	0	0	0.02693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB6790	0	0	0	0	0	0.0266	0.02749	0	0.03976	0	0.04534	0	0	0	0	0	0	0	0.00049	0	0	0	0.00221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00705	0	0.00605	0	0	0	0	0.01975	0.01544	0.03012	0	0	0	0.00486	0	0.00053	0	0	0	0	0	0	0	9.00E-05	0	0	0	0	0	0	0.00268	0	0.00244	0	0	0	0	0
SGB7818	0	0	0	0	0	0.02659	0	0	0	0	0	0	0	0	0.00346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05204	0	0	0	0	0	0.00202	0	0	0	0	0	0	0	0	0	0.00332	0.0133	0.02636	0	0	0	0	0	0
SGB1891_group	0	0	0	0	0	0.02262	0.00635	0	0.00286	0	0.00543	0	0.00057	0	0	0	0	0	0	0	0	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB7952	0	0	0	0	0	0.02216	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03371	0	0	0	0	0	0	0	0	0.02951	0.10658	0.08403	0	0	0	0	0	0	0	0	0	0	0.2021	0.35238	0.4274	0	0	0	0	0	0	0	0	0	0	0	0.01066	0.00953	0.01936	0	0.0315	0	0	0	0.00387	0	0	0.43314	3.99505	2.13403	0	0	0	0	0	0
SGB11984	0	0	0	0	0	0.02134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB34806	0	0	0	0	0	0.02124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01321	0.01653	0.00447	0	0	0	0	0	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0	0.00449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB87868	0	0	0	0	0	0.02096	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-05	0	0	0	0	0	0	0	0	0.03886	0.04655	0.03894	0	0	0	0	0	0	0	0.0457	0	0	0	0	0	0	0	0	0.00748	0.01033	0.01032	0.00136	0	0	0	0	0.0011	0	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0
SGB1917	0	0	0	0	0	0.02033	0.00272	0	0.01208	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0	0	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB17299	0	0	0	0	0	0.02027	0.00197	0	0.00383	0	0.00626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069	0	2.00E-05	0	0	0	0	0	0	0.00186	0	0	0	0.00378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB12994	0	0	0	0	0	0.01919	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB2073	0	0	0	0	0	0.0163	0.00259	0	0.01096	0	0.00581	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB38549	0	0	0	0	0	0.01628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10625	0.23385	0.14755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB9768	0	0	0	0	0	0.01428	0.00039	0	0.0015	0	0.0076	0	0	0	0.00053	0	0.00051	0	0.01154	0	0.00404	0	0.00147	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0	0.00017	0	0.00851	0	0.0019	0	0	0	0	0.00088	0.00117	0.00493	0	0	0
SGB19402	0	0	0	0	0	0.01408	0.0001	0	0.0022	0	0.0035	0	0.01537	0	0	0	0.00283	0	0.00229	0	0.00907	0	0.00138	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61535	0	0.00707	0	0	0	0.01253	0	0	0	0.0054	0	0	0	0	0	0	0	0	0.00046	0	0	0
SGB10398	0	0	0	0	0	0.01369	0	0	0	0	0	0.00263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07325	0.06558	0.09838	0.07662	0	0	0	0.01046	0.0032	0.04278	0	0	0	0.06437	0	0.00398	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0	0	0.00155	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0	0
SGB89038	0	0	0	0	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	0	0	0	0	0	0.01471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB1429	0	0	0	0	0	0.01307	0.0012	0	0.00322	0	0.00517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB24136	0	0	0	0	0	0.01258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00926	0.01107	0.00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB2184	0	0	0	0	0	0.01249	0	0	0.00398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB78588	0	0	0	0	0	0.01234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB22909	0	0	0	0	0	0.01178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB7861	0	0	0	0	0	0.01171	0.00024	0	0.00099	0	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB88059	0	0	0	0	0	0.01084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12933	0.00905	0.00502	0	0	0	0	0	0	0	0.00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB7043	0	0	0	0	0	0.01059	0.00089	0	0.00122	0	0.00522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB36193	0	0	0	0	0	0.01055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00805	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB22708	0	0	0	0	0	0.0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB380	0	0	0	0	0	0.00985	0.00186	0	0.00795	0	0.00438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB11592	0	0	0	0	0	0.00938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB15734	0	0	0	0	0	0.00897	0	0	0	0	0	0	0	0	0	0.03817	0	0	0	0.04276	0	0.06885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00763	0	0.00374	0	0	0	0	0	0	0	0	0	0.00934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB6033	0	0	0	0	0	0.00878	0.02083	0	0.03327	0	0.04473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00273	0.00335	0.00422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB86950	0	0	0	0	0	0.00853	0	0	0	0	0	0	0	0.00069	0	0	0	0	0	0.00049	0	0.01496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10575	0.00011	0	0	0	0	0.00858	0.00948	0.00703	0	0	0	0.21186	0	0	0.0007	0	5.00E-05	0	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0
SGB15721	0	0	0	0	0	0.00825	0.00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB2183	0	0	0	0	0	0.00803	0.00581	0	0.02131	0	0.00467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
